ucode,batch,taxable_amount,total_amount,date,location,date_span,gdnreturndate,invoice_no,dispatching_branch,transactionno,transactiontype,medicinename,hsncode,qty,pack_quantity,gst,epr,purchase_rate,taxamount,flag,warehouseid,invoice,linenum,postingdate,gdndate,itemtypeid,txt,currencycode,department,profitcentre,segment,warehousegstnumber,customerid,customergstnumber,company,wareshouse_city_id,vendor_city_id,credit_note_number,e_invoicing_irn_number,e_invoicing_date,debitnote_status,dest_company,report_type,eway_bill_needed,einvoice_needed,gst_state,customer_status,original invoice no,original invoice,igst_value,cgst_value,sgst_value,posting profile,customer_pdi,dt
209279,H141,125.35,125.35,2025-06-22,Simba_SMBA,Jun-2025,2025-06-22,PD0408-25A000112,KALINGA PHARMATECH (A U/O ASCENT WELLNESS & PHARMA SOLUTIONS PVT LTD) (MR-BBI-PAH),131122,GDN Return Mercury,PROPYDERM NF TUBE OF 10GM CREAM,30042099,1,1,0,125.35,125.35,0,NORMAL,th213,PD0408-25A000112131122,29402,2025-06-22,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th408,21AASCA3306L1ZQ,AWPSPL,,6002,,,,,AWPSPL,GDN_RETURN,,,21-Odisha,RP,,,0,0,0,MSPP,37888,2025-06-22
215679,SH23003,196.08,196.08,2025-06-22,Simba_SMBA,Jun-2025,2025-06-22,PD0408-25A000214,KALINGA PHARMATECH (A U/O ASCENT WELLNESS & PHARMA SOLUTIONS PVT LTD) (MR-BBI-PAH),131128,GDN Return Mercury,VOLIPHAGE 0.3MG STRIP OF 10 TABLETS,30043190,2,1,0,98.04,98.04,0,NORMAL,th213,PD0408-25A000214131128,29964,2025-06-22,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th408,21AASCA3306L1ZQ,AWPSPL,,6002,,,,,AWPSPL,GDN_RETURN,,,21-Odisha,RP,,,0,0,0,MSPP,37888,2025-06-22
216747,PKNAK82,97.07,108.7184,2025-06-22,Simba_SMBA,Jun-2025,2025-06-22,DR0214-25A000025,THREPSI SOLUTIONS PVT LTD (MR-MUM),131205,GDN Return Mercury,LARETOL 0.25MCG STRIP OF 10 CAPSULES,300450,1,1,12,97.07,97.07,11.65,NORMAL,th213,DR0214-25A000025131205,30032,2025-06-22,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,5.82,5.82,MSPP,3449,2025-06-22
227114,2337,84.21,84.21,2025-06-22,Simba_SMBA,Jun-2025,2025-06-22,PD0205-25A001508,Aarush Tirupati Enterprise (U/O API Holdings Ltd) (MR-KOL),130817,GDN Return Mercury,4 QUIN KT BOTTLE OF 5ML EYE DROPS,30042039,1,1,0,84.21,84.21,0,NORMAL,th213,PD0205-25A001508130817,33184,2025-06-22,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th205,19AASCA1201E1Z0,AWPSPL,,2933,,,,,API,GDN_RETURN_OTHERS,,,19-West Bengal,RP,,,0,0,0,MSPP,6880,2025-06-22
228132,HKL221,84.86,84.86,2025-06-22,Simba_SMBA,Jun-2025,2025-06-22,PD0205-25A001520,Aarush Tirupati Enterprise (U/O API Holdings Ltd) (MR-KOL),130835,GDN Return Mercury,KUFRIL LS BOTTLE OF 15ML ORAL DROPS,30049099,2,1,0,42.43,42.43,0,NORMAL,th213,PD0205-25A001520130835,33874,2025-06-22,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th205,19AASCA1201E1Z0,AWPSPL,,2933,,,,,API,GDN_RETURN_OTHERS,,,19-West Bengal,RP,,,0,0,0,MSPP,6880,2025-06-22
239805,51220513,46.29,51.8448,2025-06-22,Simba_SMBA,Jun-2025,2025-06-22,PD0205-25A002172,Aarush Tirupati Enterprise (U/O API Holdings Ltd) (MR-KOL),130839,GDN Return Mercury,ASCORIL LS BOTTLE OF 15ML ORAL DROPS,30049099,1,1,12,46.29,46.29,5.55,NORMAL,th213,PD0205-25A002172130839,34682,2025-06-22,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th205,19AASCA1201E1Z0,AWPSPL,,2933,,,,,API,GDN_RETURN_OTHERS,,,19-West Bengal,RP,,,5.55,0,0,MSPP,6880,2025-06-22
248297,ARA22004,81.3,81.3,2025-06-22,Simba_SMBA,Jun-2025,2025-06-22,PD0205-25A001519,Aarush Tirupati Enterprise (U/O API Holdings Ltd) (MR-KOL),130832,GDN Return Mercury,RANTAC MPS LA MINT FLAVOUR SUGAR FREE BOTTLE OF 170ML SUSPENSION,30049099,1,1,0,81.3,81.3,0,NORMAL,th213,PD0205-25A001519130832,38130,2025-06-22,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th205,19AASCA1201E1Z0,AWPSPL,,2933,,,,,API,GDN_RETURN_OTHERS,,,19-West Bengal,RP,,,0,0,0,MSPP,6880,2025-06-22
248297,ARA22004,162.6,162.6,2025-06-22,Simba_SMBA,Jun-2025,2025-06-22,PD0205-25A001497,Aarush Tirupati Enterprise (U/O API Holdings Ltd) (MR-KOL),130815,GDN Return Mercury,RANTAC MPS LA MINT FLAVOUR SUGAR FREE BOTTLE OF 170ML SUSPENSION,30049099,2,1,0,81.3,81.3,0,NORMAL,th213,PD0205-25A001497130815,38131,2025-06-22,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th205,19AASCA1201E1Z0,AWPSPL,,2933,,,,,API,GDN_RETURN_OTHERS,,,19-West Bengal,RP,,,0,0,0,MSPP,6880,2025-06-22
254155,2250228,159.65,178.808,2025-06-22,Simba_SMBA,Jun-2025,2025-06-22,DR0214-25A000034,THREPSI SOLUTIONS PVT LTD (MR-MUM),131216,GDN Return Mercury,OBIMET GX 2MG STRIP OF 15 TABLETS,300490,1,1,12,159.65,159.65,19.16,NORMAL,th213,DR0214-25A000034131216,38741,2025-06-22,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,9.58,9.58,MSPP,3449,2025-06-22
254190,37A24016,94.3,105.616,2025-06-22,Simba_SMBA,Jun-2025,2025-06-22,DR0214-25A000033,THREPSI SOLUTIONS PVT LTD (MR-MUM),131215,GDN Return Mercury,ALDACTONE 50MG STRIP OF 15 TABLETS,30049079,2,1,12,47.15,47.15,11.32,NORMAL,th213,DR0214-25A000033131215,38822,2025-06-22,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,5.66,5.66,MSPP,3449,2025-06-22
254232,011G23OA,315.78,315.78,2025-06-22,Simba_SMBA,Jun-2025,2025-06-22,PD0408-25A000335,KALINGA PHARMATECH (A U/O ASCENT WELLNESS & PHARMA SOLUTIONS PVT LTD) (MR-BBI-PAH),131129,GDN Return Mercury,AB FLO SR 200MG STRIP OF 10 TABLETS,30049099,2,1,0,157.89,157.89,0,NORMAL,th213,PD0408-25A000335131129,38979,2025-06-22,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th408,21AASCA3306L1ZQ,AWPSPL,,6002,,,,,AWPSPL,GDN_RETURN,,,21-Odisha,RP,,,0,0,0,MSPP,37888,2025-06-22
254362,EY3407031,277.2,277.2,2025-06-22,Simba_SMBA,Jun-2025,2025-06-22,PD0408-25A000334,KALINGA PHARMATECH (A U/O ASCENT WELLNESS & PHARMA SOLUTIONS PVT LTD) (MR-BBI-PAH),131131,GDN Return Mercury,CRINA NCR 10MG STRIP OF 10 TABLETS,30043919,2,1,0,138.6,138.6,0,NORMAL,th213,PD0408-25A000334131131,39047,2025-06-22,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th408,21AASCA3306L1ZQ,AWPSPL,,6002,,,,,AWPSPL,GDN_RETURN,,,21-Odisha,RP,,,0,0,0,MSPP,37888,2025-06-22
255083,DH141,739.28,827.9936,2025-06-22,Simba_SMBA,Jun-2025,2025-06-22,DR0214-25A000018,THREPSI SOLUTIONS PVT LTD (MR-MUM),131196,GDN Return Mercury,ANDROANAGEN BOTTLE OF 100ML SOLUTION,30049099,1,0,12,739.28,739.28,88.71,NORMAL,th213,DR0214-25A000018131196,39996,2025-06-22,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,44.36,44.36,MSPP,3449,2025-06-22
264201,E41223,91.29,91.29,2025-06-22,Simba_SMBA,Jun-2025,2025-06-22,PD0205-25A001492,Aarush Tirupati Enterprise (U/O API Holdings Ltd) (MR-KOL),130803,GDN Return Mercury,GEPRIDE M 3MG FORTE STRIP OF 10 TABLETS,300490,1,1,0,91.29,91.29,0,NORMAL,th213,PD0205-25A001492130803,41972,2025-06-22,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th205,19AASCA1201E1Z0,AWPSPL,,2933,,,,,API,GDN_RETURN_OTHERS,,,19-West Bengal,RP,,,0,0,0,MSPP,6880,2025-06-22
264813,SID2375A,94.602,94.602,2025-06-22,Simba_SMBA,Jun-2025,2025-06-22,PD0408-25A000111,KALINGA PHARMATECH (A U/O ASCENT WELLNESS & PHARMA SOLUTIONS PVT LTD) (MR-BBI-PAH),131121,GDN Return Mercury,STORVAS 10MG STRIP OF 15 TABLETS,30049099,2,1,0,47.3,47.301,0,NORMAL,th213,PD0408-25A000111131121,42454,2025-06-22,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th408,21AASCA3306L1ZQ,AWPSPL,,6002,,,,,AWPSPL,GDN_RETURN,,,21-Odisha,RP,,,0,0,0,MSPP,37888,2025-06-22
267597,J25W007,98.93,98.93,2025-06-22,Simba_SMBA,Jun-2025,2025-06-22,PD0408-25A000666,KALINGA PHARMATECH (A U/O ASCENT WELLNESS & PHARMA SOLUTIONS PVT LTD) (MR-BBI-PAH),131139,GDN Return Mercury,HISTAFREE M STRIP OF 10 TABLETS,30049039,1,1,0,98.93,98.93,0,NORMAL,th213,PD0408-25A000666131139,54059,2025-06-22,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th408,21AASCA3306L1ZQ,AWPSPL,,6002,,,,,AWPSPL,GDN_RETURN,,,21-Odisha,RP,,,0,0,0,MSPP,37888,2025-06-22
267757,VGWM146,223.72,223.72,2025-06-22,Simba_SMBA,Jun-2025,2025-06-22,PD0205-25A001495,Aarush Tirupati Enterprise (U/O API Holdings Ltd) (MR-KOL),130813,GDN Return Mercury,VOGLINORM GM FORTE 2MG STRIP OF 10 TABLETS,30043190,2,1,0,111.86,111.86,0,NORMAL,th213,PD0205-25A001495130813,43329,2025-06-22,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th205,19AASCA1201E1Z0,AWPSPL,,2933,,,,,API,GDN_RETURN_OTHERS,,,19-West Bengal,RP,,,0,0,0,MSPP,6880,2025-06-22
268507,RLA0014,183.214,183.214,2025-06-22,Simba_SMBA,Jun-2025,2025-06-22,PD0205-25A001494,Aarush Tirupati Enterprise (U/O API Holdings Ltd) (MR-KOL),130810,GDN Return Mercury,ISTAMET 50/500MG STRIP OF 15 TABLETS,30049099,2,1,0,91.61,91.607,0,NORMAL,th213,PD0205-25A001494130810,43506,2025-06-22,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th205,19AASCA1201E1Z0,AWPSPL,,2933,,,,,API,GDN_RETURN_OTHERS,,,19-West Bengal,RP,,,0,0,0,MSPP,6880,2025-06-22
268509,GTF3632A,111.21,124.5552,2025-06-22,Simba_SMBA,Jun-2025,2025-06-22,DR0214-25A000026,THREPSI SOLUTIONS PVT LTD (MR-MUM),131206,GDN Return Mercury,ISTAMET 50/1000MG STRIP OF 15 TABLETS,30049099,1,1,12,111.21,111.21,13.35,NORMAL,th213,DR0214-25A000026131206,43519,2025-06-22,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,6.67,6.67,MSPP,3449,2025-06-22
269280,V230626,183.37,183.37,2025-06-22,Simba_SMBA,Jun-2025,2025-06-22,PD0408-25A000670,KALINGA PHARMATECH (A U/O ASCENT WELLNESS & PHARMA SOLUTIONS PVT LTD) (MR-BBI-PAH),131143,GDN Return Mercury,EBERNET 1% TUBE OF 15GM CREAM,30049029,1,1,0,183.37,183.37,0,NORMAL,th213,PD0408-25A000670131143,43814,2025-06-22,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th408,21AASCA3306L1ZQ,AWPSPL,,6002,,,,,AWPSPL,GDN_RETURN,,,21-Odisha,RP,,,0,0,0,MSPP,37888,2025-06-22
315540,5SN0361,121.51,136.0912,2025-06-22,Simba_SMBA,Jun-2025,2025-06-22,DR0214-25A000021,THREPSI SOLUTIONS PVT LTD (MR-MUM),131200,GDN Return Mercury,LEVEPSY 500MG STRIP OF 15 TABLETS,30049082,1,1,12,121.51,121.51,14.58,NORMAL,th213,DR0214-25A000021131200,46894,2025-06-22,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,7.29,7.29,MSPP,3449,2025-06-22
329613,MYC3T08,1240.38,1240.38,2025-06-22,Simba_SMBA,Jun-2025,2025-06-22,PD0408-25A000668,KALINGA PHARMATECH (A U/O ASCENT WELLNESS & PHARMA SOLUTIONS PVT LTD) (MR-BBI-PAH),131146,GDN Return Mercury,MYCHIRO STRIP OF 10 TABLETS,30045039,6,1,0,206.73,206.73,0,NORMAL,th213,PD0408-25A000668131146,47413,2025-06-22,,Otc,,INR,,B2C,Otc,27AASCA3306L1ZE,th408,21AASCA3306L1ZQ,AWPSPL,,6002,,,,,AWPSPL,GDN_RETURN,,,21-Odisha,RP,,,0,0,0,MSPP,37888,2025-06-22
334202,2X83L092,68.79,77.0448,2025-06-22,Simba_SMBA,Jun-2025,2025-06-22,DR0214-25A000019,THREPSI SOLUTIONS PVT LTD (MR-MUM),131198,GDN Return Mercury,DEPLATT A 75MG STRIP OF 15 TABLETS,30049099,1,1,12,68.79,68.79,8.25,NORMAL,th213,DR0214-25A000019131198,48148,2025-06-22,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,4.13,4.13,MSPP,3449,2025-06-22
D22063,U302080,579.6,579.6,2025-06-22,Simba_SMBA,Jun-2025,2025-06-22,PD0408-25A000588,KALINGA PHARMATECH (A U/O ASCENT WELLNESS & PHARMA SOLUTIONS PVT LTD) (MR-BBI-PAH),131134,GDN Return Mercury,GLADOR M 3MG FORTE STRIP OF 15 TABLETS,30049099,4,1,0,144.9,144.9,0,NORMAL,th213,PD0408-25A000588131134,52817,2025-06-22,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th408,21AASCA3306L1ZQ,AWPSPL,,6002,,,,,AWPSPL,GDN_RETURN,,,21-Odisha,RP,,,0,0,0,MSPP,37888,2025-06-22
D72886,GTE2388A,67.5,67.5,2025-06-22,Simba_SMBA,Jun-2025,2025-06-22,PD0205-25A001491,Aarush Tirupati Enterprise (U/O API Holdings Ltd) (MR-KOL),130807,GDN Return Mercury,OXRAMET G XR 10/1/1000MG STRIP OF 7 TABLETS,330499,1,1,0,67.5,67.5,0,NORMAL,th213,PD0205-25A001491130807,53524,2025-06-22,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th205,19AASCA1201E1Z0,AWPSPL,,2933,,,,,API,GDN_RETURN_OTHERS,,,19-West Bengal,RP,,,0,0,0,MSPP,6880,2025-06-22
F90845,2RN9L004,200.57,200.57,2025-06-22,Simba_SMBA,Jun-2025,2025-06-22,PD0205-25A002353,Aarush Tirupati Enterprise (U/O API Holdings Ltd) (MR-KOL),130845,GDN Return Mercury,TELSAR BETA 25MG STRIP OF 15 TABLETS,30049099,1,1,0,200.57,200.57,0,NORMAL,th213,PD0205-25A002353130845,56304,2025-06-22,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th205,19AASCA1201E1Z0,AWPSPL,,2933,,,,,API,GDN_RETURN_OTHERS,,,19-West Bengal,RP,,,0,0,0,MSPP,6880,2025-06-22
G06981,AL230301232,183.54,183.54,2025-06-22,Simba_SMBA,Jun-2025,2025-06-22,PD0205-25A001511,Aarush Tirupati Enterprise (U/O API Holdings Ltd) (MR-KOL),130827,GDN Return Mercury,PREXOL 0.25MG STRIP OF 15 TABLETS,30049099,2,1,0,91.77,91.77,0,NORMAL,th213,PD0205-25A001511130827,57241,2025-06-22,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th205,19AASCA1201E1Z0,AWPSPL,,2933,,,,,API,GDN_RETURN_OTHERS,,,19-West Bengal,RP,,,0,0,0,MSPP,6880,2025-06-22
G28344,AR230266,101.12,101.12,2025-06-22,Simba_SMBA,Jun-2025,2025-06-22,PD0205-25A001513,Aarush Tirupati Enterprise (U/O API Holdings Ltd) (MR-KOL),130826,GDN Return Mercury,XOTEN 10MG STRIP OF 15 TABLETS,30049099,1,1,0,101.12,101.12,0,NORMAL,th213,PD0205-25A001513130826,57491,2025-06-22,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th205,19AASCA1201E1Z0,AWPSPL,,2933,,,,,API,GDN_RETURN_OTHERS,,,19-West Bengal,RP,,,0,0,0,MSPP,6880,2025-06-22
G32605,AL230403251,211.44,211.44,2025-06-22,Simba_SMBA,Jun-2025,2025-06-22,PD0205-25A001523,Aarush Tirupati Enterprise (U/O API Holdings Ltd) (MR-KOL),130838,GDN Return Mercury,PYGLO STRIP OF 15 TABLETS,30049099,1,1,0,211.44,211.44,0,NORMAL,th213,PD0205-25A001523130838,57587,2025-06-22,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th205,19AASCA1201E1Z0,AWPSPL,,2933,,,,,API,GDN_RETURN_OTHERS,,,19-West Bengal,RP,,,0,0,0,MSPP,6880,2025-06-22
I00539,269,424.55,424.55,2025-06-22,Simba_SMBA,Jun-2025,2025-06-22,PD0408-25A000667,KALINGA PHARMATECH (A U/O ASCENT WELLNESS & PHARMA SOLUTIONS PVT LTD) (MR-BBI-PAH),131141,GDN Return Mercury,OCUPOL DX TUBE OF 5GM EYE OINTMENT,30042097,5,1,0,84.91,84.91,0,NORMAL,th213,PD0408-25A000667131141,61022,2025-06-22,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th408,21AASCA3306L1ZQ,AWPSPL,,6002,,,,,AWPSPL,GDN_RETURN,,,21-Odisha,RP,,,0,0,0,MSPP,37888,2025-06-22
I00571,2FW4L012,79.01,79.01,2025-06-22,Simba_SMBA,Jun-2025,2025-06-22,PD0205-25A002171,Aarush Tirupati Enterprise (U/O API Holdings Ltd) (MR-KOL),130834,GDN Return Mercury,CORBIS 5MG STRIP OF 15 TABLETS,30049079,1,1,0,79.01,79.01,0,NORMAL,th213,PD0205-25A002171130834,61142,2025-06-22,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th205,19AASCA1201E1Z0,AWPSPL,,2933,,,,,API,GDN_RETURN_OTHERS,,,19-West Bengal,RP,,,0,0,0,MSPP,6880,2025-06-22
I00596,NFA0185,244.07,244.07,2025-06-22,Simba_SMBA,Jun-2025,2025-06-22,PD0425-25A001918,SACHDEVA MEDICALS (A U/O ASCENT WELLNESS & PHARMA SOLUTIONS PVT LTD) (MR-LKO-TRN),131157,GDN Return Mercury,REVITAL WOMAN COMPLETE MULTIVITAMIN | WITH NATURAL GINSENG | 30 TABLETS,21069099,1,1,0,244.07,244.07,0,NORMAL,th213,PD0425-25A001918131157,61265,2025-06-22,,Otc,,INR,,B2C,Otc,27AASCA3306L1ZE,th425,09AASCA3306L1ZC,AWPSPL,,2862,,,,,AWPSPL,GDN_RETURN,,,09-Uttar Pradesh,RP,,,0,0,0,MSPP,37923,2025-06-22
I01241,AD0033E,99.64,99.64,2025-06-22,Simba_SMBA,Jun-2025,2025-06-22,PD0205-25A001498,Aarush Tirupati Enterprise (U/O API Holdings Ltd) (MR-KOL),130809,GDN Return Mercury,LOTEL LS BOTTLE OF 5ML EYE GEL,30049099,1,1,0,99.64,99.64,0,NORMAL,th213,PD0205-25A001498130809,62326,2025-06-22,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th205,19AASCA1201E1Z0,AWPSPL,,2933,,,,,API,GDN_RETURN_OTHERS,,,19-West Bengal,RP,,,0,0,0,MSPP,6880,2025-06-22
I02512,EY3626008,753.8,753.8,2025-06-22,Simba_SMBA,Jun-2025,2025-06-22,PD0408-25A000593,KALINGA PHARMATECH (A U/O ASCENT WELLNESS & PHARMA SOLUTIONS PVT LTD) (MR-BBI-PAH),131142,GDN Return Mercury,OVIGYN D3 STRIP OF 7 TABLETS,30049099,2,1,0,376.9,376.9,0,NORMAL,th213,PD0408-25A000593131142,64030,2025-06-22,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th408,21AASCA3306L1ZQ,AWPSPL,,6002,,,,,AWPSPL,GDN_RETURN,,,21-Odisha,RP,,,0,0,0,MSPP,37888,2025-06-22
I12553,14TSD273,127.53,127.53,2025-06-22,Simba_SMBA,Jun-2025,2025-06-22,PD0205-25A001489,Aarush Tirupati Enterprise (U/O API Holdings Ltd) (MR-KOL),130802,GDN Return Mercury,SEDER OM STRIP OF 10 TABLETS,21069099,1,1,0,127.53,127.53,0,NORMAL,th213,PD0205-25A001489130802,68723,2025-06-22,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th205,19AASCA1201E1Z0,AWPSPL,,2933,,,,,API,GDN_RETURN_OTHERS,,,19-West Bengal,RP,,,0,0,0,MSPP,6880,2025-06-22
I28249,F9AHW054,67.18,67.18,2025-06-22,Simba_SMBA,Jun-2025,2025-06-22,PD0408-25A000666,KALINGA PHARMATECH (A U/O ASCENT WELLNESS & PHARMA SOLUTIONS PVT LTD) (MR-BBI-PAH),131139,GDN Return Mercury,FLOZEN AA NF STRIP OF 10 TABLETS,30049069,1,1,0,67.18,67.18,0,NORMAL,th213,PD0408-25A000666131139,71493,2025-06-22,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th408,21AASCA3306L1ZQ,AWPSPL,,6002,,,,,AWPSPL,GDN_RETURN,,,21-Odisha,RP,,,0,0,0,MSPP,37888,2025-06-22
I32906,GATC25001,106.94,119.7728,2025-06-22,Simba_SMBA,Jun-2025,2025-06-22,DR0214-25A000023,THREPSI SOLUTIONS PVT LTD (MR-MUM),131203,GDN Return Mercury,ATORSAVE CV 10MG STRIP OF 10 CAPSULES,30049079,1,0,12,106.94,106.94,12.83,NORMAL,th213,DR0214-25A000023131203,72580,2025-06-22,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,6.42,6.42,MSPP,3449,2025-06-22
I34093,G5AIW044,770.11,770.11,2025-06-22,Simba_SMBA,Jun-2025,2025-06-22,PD0408-25A000589,KALINGA PHARMATECH (A U/O ASCENT WELLNESS & PHARMA SOLUTIONS PVT LTD) (MR-BBI-PAH),131136,GDN Return Mercury,GUDLAX PLUS PEPPERMINT FLAVOUR SUGAR FREE BOTTLE OF 110ML SUSPENSION,30049099,11,1,0,70.01,70.01,0,NORMAL,th213,PD0408-25A000589131136,73093,2025-06-22,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th408,21AASCA3306L1ZQ,AWPSPL,,6002,,,,,AWPSPL,GDN_RETURN,,,21-Odisha,RP,,,0,0,0,MSPP,37888,2025-06-22
I37920,FRS25001TR,21.57,24.1584,2025-06-22,Simba_SMBA,Jun-2025,2025-06-22,DR0214-25A000029,THREPSI SOLUTIONS PVT LTD (MR-MUM),131211,GDN Return Mercury,FORMIN SR 500MG STRIP OF 15 TABLETS,30049099,1,1,12,21.57,21.57,2.59,NORMAL,th213,DR0214-25A000029131211,75825,2025-06-22,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,1.29,1.29,MSPP,3449,2025-06-22
I40838,3001,56.57,56.57,2025-06-22,Simba_SMBA,Jun-2025,2025-06-22,PD0205-25A002173,Aarush Tirupati Enterprise (U/O API Holdings Ltd) (MR-KOL),130842,GDN Return Mercury,ASMOTONE PLUS SUGAR FREE BOTTLE OF 100ML SYRUP,30044990,1,1,0,56.57,56.57,0,NORMAL,th213,PD0205-25A002173130842,76966,2025-06-22,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th205,19AASCA1201E1Z0,AWPSPL,,2933,,,,,API,GDN_RETURN_OTHERS,,,19-West Bengal,RP,,,0,0,0,MSPP,6880,2025-06-22
I45930,23441153,261.64,261.64,2025-06-22,Simba_SMBA,Jun-2025,2025-06-22,PD0408-25A000115,KALINGA PHARMATECH (A U/O ASCENT WELLNESS & PHARMA SOLUTIONS PVT LTD) (MR-BBI-PAH),131124,GDN Return Mercury,PENTANERV NT STRIP OF 15 TABLETS,30049099,1,1,0,261.64,261.64,0,NORMAL,th213,PD0408-25A000115131124,78969,2025-06-22,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th408,21AASCA3306L1ZQ,AWPSPL,,6002,,,,,AWPSPL,GDN_RETURN,,,21-Odisha,RP,,,0,0,0,MSPP,37888,2025-06-22
J26595,AR230268,121.98,121.98,2025-06-22,Simba_SMBA,Jun-2025,2025-06-22,PD0205-25A001499,Aarush Tirupati Enterprise (U/O API Holdings Ltd) (MR-KOL),130812,GDN Return Mercury,XOTEN F 10MG STRIP OF 15 TABLETS,30049099,1,1,0,121.98,121.98,0,NORMAL,th213,PD0205-25A001499130812,80044,2025-06-22,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th205,19AASCA1201E1Z0,AWPSPL,,2933,,,,,API,GDN_RETURN_OTHERS,,,19-West Bengal,RP,,,0,0,0,MSPP,6880,2025-06-22
J68239,PABJM06,165.86,165.86,2025-06-22,Simba_SMBA,Jun-2025,2025-06-22,PD0408-25A000110,KALINGA PHARMATECH (A U/O ASCENT WELLNESS & PHARMA SOLUTIONS PVT LTD) (MR-BBI-PAH),131120,GDN Return Mercury,ROSYCAP F STRIP OF 15 TABLETS,30049099,1,1,0,165.86,165.86,0,NORMAL,th213,PD0408-25A000110131120,80605,2025-06-22,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th408,21AASCA3306L1ZQ,AWPSPL,,6002,,,,,AWPSPL,GDN_RETURN,,,21-Odisha,RP,,,0,0,0,MSPP,37888,2025-06-22
