purchase_issue_id,source_tenant,updateInvoiceDetailsQuery,updateUnifiedVendorQuery,deletePurchaseIssueInvoiceQuery
811540,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 811540 AND invoice_id = 21986 AND invoice_no = 'DL0200018519';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 811540 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 210683 AND tenant = 'th224';",
811545,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 811545 AND invoice_id = 21099 AND invoice_no = 'DL0200020144';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 811545 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 210683 AND tenant = 'th224';",
811551,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 811551 AND invoice_id = 21986 AND invoice_no = 'DL0200018519';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 811551 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 210683 AND tenant = 'th224';",
811555,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 811555 AND invoice_id = 21340 AND invoice_no = 'DL0200020607';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 811555 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 210683 AND tenant = 'th224';",
811557,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 811557 AND invoice_id = 22289 AND invoice_no = 'DL0200020608';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 811557 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 210683 AND tenant = 'th224';",
811560,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 811560 AND invoice_id = 21132 AND invoice_no = 'DL0200015267';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 811560 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 210683 AND tenant = 'th224';",
811566,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 811566 AND invoice_id = 22390 AND invoice_no = 'DL0200019652';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 811566 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 210683 AND tenant = 'th224';",
811572,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 811572 AND invoice_id = 20839 AND invoice_no = 'DL0200012343';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 811572 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 210683 AND tenant = 'th224';",
811574,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 811574 AND invoice_id = 22474 AND invoice_no = 'DL0200004645';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 811574 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 210683 AND tenant = 'th224';",
811578,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 811578 AND invoice_id = 18628 AND invoice_no = 'DL0200025587';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 811578 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 210683 AND tenant = 'th224';",
811581,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 811581 AND invoice_id = 21232 AND invoice_no = 'DL0200015073';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 811581 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 210683 AND tenant = 'th224';",
811582,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 811582 AND invoice_id = 21240 AND invoice_no = 'DL0200004208';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 811582 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 210683 AND tenant = 'th224';",
811588,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 811588 AND invoice_id = 21403 AND invoice_no = 'DL0200011104';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 811588 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 210683 AND tenant = 'th224';",
811593,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 811593 AND invoice_id = 19332 AND invoice_no = 'DL0200025988';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 811593 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 210683 AND tenant = 'th224';",
811597,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 811597 AND invoice_id = 21505 AND invoice_no = 'DL0200021876';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 811597 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 210683 AND tenant = 'th224';",
811600,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 811600 AND invoice_id = 21398 AND invoice_no = 'DL0200020963';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 811600 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 210683 AND tenant = 'th224';",
811602,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 811602 AND invoice_id = 20817 AND invoice_no = 'DL0200012327';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 811602 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 210683 AND tenant = 'th224';",
811606,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 811606 AND invoice_id = 19595 AND invoice_no = 'DL0200007188';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 811606 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 210683 AND tenant = 'th224';",
811616,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 811616 AND invoice_id = 22603 AND invoice_no = 'DL0200005606';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 811616 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 210683 AND tenant = 'th224';",
811619,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 811619 AND invoice_id = 22561 AND invoice_no = 'DL0200022964';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 811619 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 210683 AND tenant = 'th224';",
811622,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 811622 AND invoice_id = 21167 AND invoice_no = 'DL0200021067';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 811622 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 210683 AND tenant = 'th224';",
811625,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 811625 AND invoice_id = 18628 AND invoice_no = 'DL0200025587';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 811625 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 210683 AND tenant = 'th224';",
811628,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 811628 AND invoice_id = 21935 AND invoice_no = 'DL0200003789';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 811628 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 210683 AND tenant = 'th224';",
811633,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 811633 AND invoice_id = 18490 AND invoice_no = 'DL0200003726';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 811633 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 210683 AND tenant = 'th224';",
811637,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 811637 AND invoice_id = 21938 AND invoice_no = 'DL0200012924';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 811637 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 210683 AND tenant = 'th224';",
811640,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 811640 AND invoice_id = 19937 AND invoice_no = 'DL0200025123';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 811640 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 210683 AND tenant = 'th224';",
812280,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 812280 AND invoice_id = 4578 AND invoice_no = '2805969118';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 812280 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 210683 AND tenant = 'th224';",
812291,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 812291 AND invoice_id = 4578 AND invoice_no = '2805969118';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 812291 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 210683 AND tenant = 'th224';",
812295,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 812295 AND invoice_id = 3509 AND invoice_no = '2805987992';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 812295 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 210683 AND tenant = 'th224';",
812299,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 812299 AND invoice_id = 11032 AND invoice_no = '5301991101';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 812299 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 210683 AND tenant = 'th224';",
812305,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 812305 AND invoice_id = 11097 AND invoice_no = '5301990307';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 812305 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 210683 AND tenant = 'th224';",
812309,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 812309 AND invoice_id = 11017 AND invoice_no = '5301989813';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 812309 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 210683 AND tenant = 'th224';",
812314,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 812314 AND invoice_id = 9713 AND invoice_no = '5301987551';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 812314 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 210683 AND tenant = 'th224';",
812316,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 812316 AND invoice_id = 10004 AND invoice_no = '5301988367';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 812316 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 210683 AND tenant = 'th224';",
812318,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 812318 AND invoice_id = 12235 AND invoice_no = '5301999423';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 812318 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 210683 AND tenant = 'th224';",
812322,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 812322 AND invoice_id = 11318 AND invoice_no = '5301995189';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 812322 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 210683 AND tenant = 'th224';",
812325,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 812325 AND invoice_id = 11017 AND invoice_no = '5301989813';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 812325 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 210683 AND tenant = 'th224';",
812329,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 812329 AND invoice_id = 11309 AND invoice_no = '5301991097';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 812329 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 210683 AND tenant = 'th224';",
812333,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 812333 AND invoice_id = 3518 AND invoice_no = '2805972946';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 812333 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 210683 AND tenant = 'th224';",
812338,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 812338 AND invoice_id = 11095 AND invoice_no = '5301995647';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 812338 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 210683 AND tenant = 'th224';",
812341,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 812341 AND invoice_id = 11095 AND invoice_no = '5301995647';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 812341 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 210683 AND tenant = 'th224';",
812344,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 812344 AND invoice_id = 11349 AND invoice_no = '5301992771';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 812344 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 210683 AND tenant = 'th224';",
812351,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 812351 AND invoice_id = 11017 AND invoice_no = '5301989813';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 812351 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 210683 AND tenant = 'th224';",
812357,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 812357 AND invoice_id = 11017 AND invoice_no = '5301989813';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 812357 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 210683 AND tenant = 'th224';",
812358,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 812358 AND invoice_id = 11252 AND invoice_no = '5301994792';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 812358 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 210683 AND tenant = 'th224';",
812360,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 812360 AND invoice_id = 10004 AND invoice_no = '5301988367';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 812360 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 210683 AND tenant = 'th224';",
812366,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 812366 AND invoice_id = 2961 AND invoice_no = '2492008005';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 812366 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 210683 AND tenant = 'th224';",
812370,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 812370 AND invoice_id = 12355 AND invoice_no = '5301998603';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 812370 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 210683 AND tenant = 'th224';",
812371,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 812371 AND invoice_id = 11097 AND invoice_no = '5301990307';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 812371 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 210683 AND tenant = 'th224';",
812378,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 812378 AND invoice_id = 11304 AND invoice_no = '5301994805';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 812378 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 210683 AND tenant = 'th224';",
812385,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 812385 AND invoice_id = 11278 AND invoice_no = '5301992485';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 812385 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 210683 AND tenant = 'th224';",
812388,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 812388 AND invoice_id = 10909 AND invoice_no = '5301993536';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 812388 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 210683 AND tenant = 'th224';",
812391,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 812391 AND invoice_id = 10329 AND invoice_no = '5301989536';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 812391 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 210683 AND tenant = 'th224';",
812709,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 812709 AND invoice_id = 11025 AND invoice_no = '5060273957';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 812709 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 210683 AND tenant = 'th224';",
812720,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 812720 AND invoice_id = 8407 AND invoice_no = '5060291234';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 812720 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 210683 AND tenant = 'th224';",
812844,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 812844 AND invoice_id = 5109 AND invoice_no = '3834189147';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 812844 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 210683 AND tenant = 'th224';",
812849,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 812849 AND invoice_id = 21427 AND invoice_no = 'DL0200021167';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 812849 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 210683 AND tenant = 'th224';",
814919,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 814919 AND invoice_id = 815030 AND invoice_no = 'T0224-24A0030639';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 814919 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37928 AND tenant = 'th224';",
815554,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 815554 AND invoice_id = 828055 AND invoice_no = 'T0224-25A0003446';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 815554 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 73034 AND tenant = 'th224';",
815659,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 815659 AND invoice_id = 100627 AND invoice_no = 'DEL22INIA02153';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 815659 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183381 AND tenant = 'th224';",
815661,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 815661 AND invoice_id = 100639 AND invoice_no = 'DEL22INIA03076';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 815661 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183381 AND tenant = 'th224';",
815665,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 815665 AND invoice_id = 100641 AND invoice_no = 'DEL22INIA04638';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 815665 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183381 AND tenant = 'th224';",
815671,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 815671 AND invoice_id = 98031 AND invoice_no = 'BT-23-800';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 815671 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183381 AND tenant = 'th224';",
815675,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 815675 AND invoice_id = 100661 AND invoice_no = 'DEL23INIA00262';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 815675 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183381 AND tenant = 'th224';",
815679,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 815679 AND invoice_id = 89445 AND invoice_no = 'BPS2324/GIS02700';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 815679 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183381 AND tenant = 'th224';",
815682,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 815682 AND invoice_id = 100213 AND invoice_no = 'BT-23-2171';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 815682 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183381 AND tenant = 'th224';",
